states,year,quarter,trans_type,trans_counts,amount,district
haryana,2021,2,Financial Services,85821,97238136.0951769,
haryana,2021,2,Others,311896,227855606.99266592,
haryana,2021,3,Merchant payments,66885213,40190922826.606285,
haryana,2021,3,Peer-to-peer payments,55929958,188548678300.52472,
haryana,2021,3,Recharge & bill payments,17087955,11681457468.964508,
haryana,2021,3,Financial Services,77496,116592181.4699727,
haryana,2021,3,Others,479071,289441481.64370304,
haryana,2021,4,Merchant payments,84993587,56325102920.50671,
haryana,2021,4,Peer-to-peer payments,66548306,238638993818.0959,
haryana,2021,4,Recharge & bill payments,17632752,13817258646.06636,
haryana,2021,4,Financial Services,105050,151421306.61683062,
haryana,2021,4,Others,407280,307822609.1747935,
haryana,2022,1,Merchant payments,98346418,62565728158.2885,
haryana,2022,1,Peer-to-peer payments,74499889,263547240999.6833,
haryana,2022,1,Recharge & bill payments,18494827,14765350795.96568,
haryana,2022,1,Financial Services,107240,146586164.62792292,
haryana,2022,1,Others,540235,279136534.2116163,
haryana,2022,2,Merchant payments,130033573,76926347115.76375,
haryana,2022,2,Peer-to-peer payments,84219451,300504797205.2718,
haryana,2022,2,Recharge & bill payments,20011709,17457331653.44523,
haryana,2022,2,Financial Services,89805,120610061.5284536,
haryana,2022,2,Others,345424,224949213.49711916,
haryana,2022,3,Merchant payments,151278013,87063736519.87311,
haryana,2022,3,Peer-to-peer payments,95071203,319374569105.9015,
haryana,2022,3,Recharge & bill payments,22592966,21247984018.68209,
haryana,2022,3,Financial Services,111032,144937203.2864578,
haryana,2022,3,Others,308596,223267730.2833,
haryana,2022,4,Merchant payments,169685872,102918159834.12408,
haryana,2022,4,Peer-to-peer payments,102993798,364514204185.1917,
haryana,2022,4,Recharge & bill payments,23545059,22666085169.84729,
haryana,2022,4,Financial Services,118488,152488074.9943577,
haryana,2022,4,Others,305148,239722615.94605044,
himachal-pradesh,2018,1,Recharge & bill payments,284371,49871175.826074265,
himachal-pradesh,2018,1,Peer-to-peer payments,154572,546222027.4835303,
himachal-pradesh,2018,1,Merchant payments,13241,13851230.834952451,
himachal-pradesh,2018,1,Financial Services,8955,2040522.724771278,
himachal-pradesh,2018,1,Others,20779,16752849.50300953,
himachal-pradesh,2018,2,Recharge & bill payments,385642,83714322.414042,
himachal-pradesh,2018,2,Peer-to-peer payments,243436,1043702964.1513067,
himachal-pradesh,2018,2,Merchant payments,27851,31961300.88276595,
himachal-pradesh,2018,2,Financial Services,11330,4108919.3075577794,
himachal-pradesh,2018,2,Others,19436,19681794.595446683,
himachal-pradesh,2018,3,Recharge & bill payments,457449,108456077.51862907,
himachal-pradesh,2018,3,Peer-to-peer payments,362755,1596570994.9854271,
himachal-pradesh,2018,3,Merchant payments,40675,31168155.22193054,
himachal-pradesh,2018,3,Financial Services,8182,1552275.053774729,
himachal-pradesh,2018,3,Others,17693,16293930.078267328,
himachal-pradesh,2018,4,Recharge & bill payments,598325,143031082.44320172,
himachal-pradesh,2018,4,Peer-to-peer payments,590518,2367228879.446262,
himachal-pradesh,2018,4,Merchant payments,86963,87575811.80014335,
himachal-pradesh,2018,4,Financial Services,11834,2283052.790977265,
himachal-pradesh,2018,4,Others,20243,21180141.658664484,
himachal-pradesh,2019,1,Peer-to-peer payments,1178280,3066233587.9236503,
himachal-pradesh,2019,1,Recharge & bill payments,844570,209521987.03977025,
himachal-pradesh,2019,1,Merchant payments,115553,86624660.31120431,
himachal-pradesh,2019,1,Financial Services,9585,1424229.9989233727,
himachal-pradesh,2019,1,Others,20730,17676977.71750367,
himachal-pradesh,2019,2,Peer-to-peer payments,1141873,4428007670.958708,
himachal-pradesh,2019,2,Recharge & bill payments,1076793,279864579.9756226,
himachal-pradesh,2019,2,Merchant payments,248517,141088575.8726466,
himachal-pradesh,2019,2,Financial Services,5013,1453651.5352588107,
himachal-pradesh,2019,2,Others,30110,25469495.26836324,
himachal-pradesh,2019,3,Recharge & bill payments,1212659,327570066.9967147,
himachal-pradesh,2019,3,Peer-to-peer payments,1181680,5039276845.295213,
himachal-pradesh,2019,3,Merchant payments,312575,182746198.1643005,
himachal-pradesh,2019,3,Financial Services,3096,1775673.9713265826,
himachal-pradesh,2019,3,Others,25170,20649996.69578039,
himachal-pradesh,2019,4,Peer-to-peer payments,1579582,6533855301.069828,
himachal-pradesh,2019,4,Recharge & bill payments,1442940,402619114.9942856,
himachal-pradesh,2019,4,Merchant payments,467309,314965060.6352696,
himachal-pradesh,2019,4,Financial Services,4576,1769641.9665086274,
himachal-pradesh,2019,4,Others,22239,17954418.58229015,
himachal-pradesh,2020,1,Recharge & bill payments,1815157,542356756.9678606,
himachal-pradesh,2020,1,Peer-to-peer payments,1594806,6431826925.118802,
himachal-pradesh,2020,1,Merchant payments,711018,427497010.1043982,
himachal-pradesh,2020,1,Financial Services,4711,3172303.6900622216,
himachal-pradesh,2020,1,Others,18788,14613755.24156387,
himachal-pradesh,2020,2,Recharge & bill payments,2558935,802231470.1628922,
himachal-pradesh,2020,2,Peer-to-peer payments,1544488,6738488218.640328,
himachal-pradesh,2020,2,Merchant payments,570031,479165630.6102104,
himachal-pradesh,2020,2,Financial Services,7634,7359757.737539303,
himachal-pradesh,2020,2,Others,14642,9659685.392965626,
himachal-pradesh,2020,3,Recharge & bill payments,2416395,834567922.2742615,
himachal-pradesh,2020,3,Peer-to-peer payments,1954492,8806586536.659174,
himachal-pradesh,2020,3,Merchant payments,1090445,851539467.337558,
himachal-pradesh,2020,3,Financial Services,9543,11391079.28873657,
himachal-pradesh,2020,3,Others,19001,11969008.52725204,
himachal-pradesh,2020,4,Recharge & bill payments,2638030,936305777.725088,
himachal-pradesh,2020,4,Peer-to-peer payments,2594659,11426268857.22963,
himachal-pradesh,2020,4,Merchant payments,2001259,1589433440.268409,
himachal-pradesh,2020,4,Financial Services,11353,15534252.21798654,
himachal-pradesh,2020,4,Others,27027,21510781.37178286,
himachal-pradesh,2021,1,Peer-to-peer payments,2845733,11358078843.5727,
himachal-pradesh,2021,1,Recharge & bill payments,2547359,948929031.6443392,
himachal-pradesh,2021,1,Merchant payments,2186946,1778219850.8347862,
himachal-pradesh,2021,1,Financial Services,12561,16554205.50442734,
himachal-pradesh,2021,1,Others,21430,18764977.93127317,
himachal-pradesh,2021,2,Peer-to-peer payments,3340531,13035543546.66397,
himachal-pradesh,2021,2,Recharge & bill payments,3216602,1045789841.916208,
himachal-pradesh,2021,2,Merchant payments,2883209,2378084375.199477,
himachal-pradesh,2021,2,Financial Services,14642,16428390.623736272,
himachal-pradesh,2021,2,Others,28918,19788385.405835293,
himachal-pradesh,2021,3,Peer-to-peer payments,4455153,16560383923.20486,
himachal-pradesh,2021,3,Merchant payments,4198808,3524434949.634083,
himachal-pradesh,2021,3,Recharge & bill payments,3359406,1178802736.5280352,
himachal-pradesh,2021,3,Financial Services,14497,22805774.60035712,
himachal-pradesh,2021,3,Others,36303,23834687.16069792,
himachal-pradesh,2021,4,Merchant payments,6062931,5228613146.743451,
himachal-pradesh,2021,4,Peer-to-peer payments,5323397,19568394324.5848,
himachal-pradesh,2021,4,Recharge & bill payments,3211367,1278824361.837138,
himachal-pradesh,2021,4,Financial Services,18198,24809740.714031786,
himachal-pradesh,2021,4,Others,50971,35578926.74639452,
himachal-pradesh,2022,1,Merchant payments,7030946,5558905677.966259,
himachal-pradesh,2022,1,Peer-to-peer payments,5718936,19473276901.33196,
himachal-pradesh,2022,1,Recharge & bill payments,3271665,1429960686.766947,
himachal-pradesh,2022,1,Financial Services,19314,24442138.153999712,
himachal-pradesh,2022,1,Others,47319,31862035.7136404,
himachal-pradesh,2022,2,Merchant payments,10591420,7697399368.08964,
himachal-pradesh,2022,2,Peer-to-peer payments,7109948,24407668318.014187,
himachal-pradesh,2022,2,Recharge & bill payments,3520538,1553155243.3951051,
himachal-pradesh,2022,2,Financial Services,16901,20627276.079190243,
himachal-pradesh,2022,2,Others,52564,30257752.66416522,
himachal-pradesh,2022,3,Merchant payments,12686960,8511266152.669347,
himachal-pradesh,2022,3,Peer-to-peer payments,8330778,27039659316.46813,
himachal-pradesh,2022,3,Recharge & bill payments,4083168,1780405740.394115,
himachal-pradesh,2022,3,Financial Services,21293,22686931.87064045,
himachal-pradesh,2022,3,Others,42669,26764547.13816883,
himachal-pradesh,2022,4,Merchant payments,15297492,10280295883.65635,
himachal-pradesh,2022,4,Peer-to-peer payments,9284824,29629346091.977352,
himachal-pradesh,2022,4,Recharge & bill payments,3907023,1810538524.3215191,
himachal-pradesh,2022,4,Financial Services,24342,31775337.43636562,
himachal-pradesh,2022,4,Others,41455,27387394.98209099,
jammu-&-kashmir,2018,1,Recharge & bill payments,457813,78812610.35129012,
jammu-&-kashmir,2018,1,Peer-to-peer payments,353621,861670157.9310012,
jammu-&-kashmir,2018,1,Financial Services,65683,10269382.6199755,
jammu-&-kashmir,2018,1,Merchant payments,28696,30967525.638810232,
jammu-&-kashmir,2018,1,Others,35755,23651562.71504996,
jammu-&-kashmir,2018,2,Recharge & bill payments,794502,166762242.9171875,
jammu-&-kashmir,2018,2,Peer-to-peer payments,771844,2372961687.553617,
jammu-&-kashmir,2018,2,Financial Services,112422,15636116.81386063,
jammu-&-kashmir,2018,2,Merchant payments,79248,64454257.5252622,
jammu-&-kashmir,2018,2,Others,38310,31391931.69294626,
jammu-&-kashmir,2018,3,Peer-to-peer payments,1260453,3616022745.564584,
jammu-&-kashmir,2018,3,Recharge & bill payments,822143,203079955.34644,
jammu-&-kashmir,2018,3,Merchant payments,140076,82826475.18797052,
jammu-&-kashmir,2018,3,Financial Services,44464,6397888.35462606,
jammu-&-kashmir,2018,3,Others,36825,26373935.004048537,
jammu-&-kashmir,2018,4,Peer-to-peer payments,1265457,5151829745.262983,
jammu-&-kashmir,2018,4,Recharge & bill payments,970724,254473764.0023316,
jammu-&-kashmir,2018,4,Merchant payments,402303,215771001.5429565,
jammu-&-kashmir,2018,4,Financial Services,33775,6072177.152358056,
jammu-&-kashmir,2018,4,Others,49051,36573577.73688933,
jammu-&-kashmir,2019,1,Peer-to-peer payments,1913720,5414709531.836735,
jammu-&-kashmir,2019,1,Recharge & bill payments,1131953,302663112.8884805,
jammu-&-kashmir,2019,1,Merchant payments,452379,199219534.9376053,
jammu-&-kashmir,2019,1,Financial Services,43247,4593545.201922052,
jammu-&-kashmir,2019,1,Others,43688,30649751.656273108,
jammu-&-kashmir,2019,2,Peer-to-peer payments,1180781,5666318253.462076,
jammu-&-kashmir,2019,2,Recharge & bill payments,706569,215937468.94414756,
jammu-&-kashmir,2019,2,Merchant payments,353678,188931529.48823643,
jammu-&-kashmir,2019,2,Financial Services,22663,2652961.353697454,
jammu-&-kashmir,2019,2,Others,32664,26301988.31534837,
jammu-&-kashmir,2019,3,Peer-to-peer payments,618694,3499425217.958209,
jammu-&-kashmir,2019,3,Recharge & bill payments,318061,111964437.03321172,
jammu-&-kashmir,2019,3,Merchant payments,165115,120736230.0888475,
jammu-&-kashmir,2019,3,Financial Services,2895,658515.8825482852,
jammu-&-kashmir,2019,3,Others,11761,11446090.81965122,
jammu-&-kashmir,2019,4,Peer-to-peer payments,310620,1799955855.971491,
jammu-&-kashmir,2019,4,Merchant payments,91303,77859073.82317376,
jammu-&-kashmir,2019,4,Recharge & bill payments,84803,49065907.04578096,
jammu-&-kashmir,2019,4,Financial Services,197,213741.2862032762,
jammu-&-kashmir,2019,4,Others,3005,2601419.6959477984,
jammu-&-kashmir,2020,1,Peer-to-peer payments,435154,2654638582.08658,
jammu-&-kashmir,2020,1,Recharge & bill payments,341357,144213068.7120203,
jammu-&-kashmir,2020,1,Merchant payments,135241,131144418.9650335,
jammu-&-kashmir,2020,1,Financial Services,2350,2116665.1182805505,
jammu-&-kashmir,2020,1,Others,7528,5530441.652102945,
jammu-&-kashmir,2020,2,Peer-to-peer payments,1238380,7426818530.258213,
jammu-&-kashmir,2020,2,Recharge & bill payments,1028741,413037418.32063264,
jammu-&-kashmir,2020,2,Merchant payments,341375,403026357.7674071,
jammu-&-kashmir,2020,2,Financial Services,9130,10415041.34144592,
jammu-&-kashmir,2020,2,Others,17380,12351591.570849748,
jammu-&-kashmir,2020,3,Peer-to-peer payments,1787154,10837119046.792648,
jammu-&-kashmir,2020,3,Recharge & bill payments,1005745,443743222.50064695,
jammu-&-kashmir,2020,3,Merchant payments,642688,667957476.4350253,
jammu-&-kashmir,2020,3,Financial Services,10111,13281733.802213533,
jammu-&-kashmir,2020,3,Others,20200,15128281.341935562,
jammu-&-kashmir,2020,4,Peer-to-peer payments,2378539,13736841259.97928,
jammu-&-kashmir,2020,4,Recharge & bill payments,1900075,536741118.3019938,
jammu-&-kashmir,2020,4,Merchant payments,1377786,1045006123.459636,
jammu-&-kashmir,2020,4,Financial Services,13578,17966592.69746909,
jammu-&-kashmir,2020,4,Others,84466,44350708.93981466,
jammu-&-kashmir,2021,1,Peer-to-peer payments,2800201,14801220301.14875,
jammu-&-kashmir,2021,1,Recharge & bill payments,2554798,663747765.6760966,
jammu-&-kashmir,2021,1,Merchant payments,1527253,1605408313.478133,
jammu-&-kashmir,2021,1,Financial Services,17276,20848657.8594191,
jammu-&-kashmir,2021,1,Others,98042,47124854.98932911,
jammu-&-kashmir,2021,2,Peer-to-peer payments,3955437,19502438177.8094,
jammu-&-kashmir,2021,2,Recharge & bill payments,3568970,892467613.5545957,
jammu-&-kashmir,2021,2,Merchant payments,2378307,2343370985.582228,
jammu-&-kashmir,2021,2,Financial Services,19432,21897796.18705631,
jammu-&-kashmir,2021,2,Others,105673,53580855.45836207,
jammu-&-kashmir,2021,3,Peer-to-peer payments,5621108,26562997915.198597,
jammu-&-kashmir,2021,3,Recharge & bill payments,4192099,1126801385.0108972,
jammu-&-kashmir,2021,3,Merchant payments,3197489,3818849262.990345,
jammu-&-kashmir,2021,3,Financial Services,16071,27585395.493344463,
jammu-&-kashmir,2021,3,Others,124274,62209689.3389434,
jammu-&-kashmir,2021,4,Peer-to-peer payments,6852001,31444247707.63007,
jammu-&-kashmir,2021,4,Merchant payments,5399465,6026170895.591109,
jammu-&-kashmir,2021,4,Recharge & bill payments,4358892,1334473410.437731,
jammu-&-kashmir,2021,4,Financial Services,20269,34425387.51761782,
jammu-&-kashmir,2021,4,Others,160001,86920024.59513803,
jammu-&-kashmir,2022,1,Peer-to-peer payments,6263588,25881919928.64283,
jammu-&-kashmir,2022,1,Merchant payments,5769426,5903944370.148529,
jammu-&-kashmir,2022,1,Recharge & bill payments,4046350,1253753685.61249,
jammu-&-kashmir,2022,1,Financial Services,20506,28915576.11929956,
jammu-&-kashmir,2022,1,Others,145441,79330065.6359112,
jammu-&-kashmir,2022,2,Merchant payments,9917899,8541811640.294409,
jammu-&-kashmir,2022,2,Peer-to-peer payments,8948548,35973490940.6326,
jammu-&-kashmir,2022,2,Recharge & bill payments,4759941,1631580783.915923,
jammu-&-kashmir,2022,2,Financial Services,17495,23857762.10049466,
jammu-&-kashmir,2022,2,Others,169864,83549709.69216739,
jammu-&-kashmir,2022,3,Merchant payments,9594459,8056512904.560925,
jammu-&-kashmir,2022,3,Peer-to-peer payments,8391981,31280124357.94366,
jammu-&-kashmir,2022,3,Recharge & bill payments,4397779,1538833023.807197,
jammu-&-kashmir,2022,3,Financial Services,16502,21281997.61037215,
jammu-&-kashmir,2022,3,Others,133673,66802218.32606816,
jammu-&-kashmir,2022,4,Merchant payments,13060020,9463119176.82875,
jammu-&-kashmir,2022,4,Peer-to-peer payments,9209773,33017162449.59025,
jammu-&-kashmir,2022,4,Recharge & bill payments,4885856,1738113554.24513,
jammu-&-kashmir,2022,4,Financial Services,17803,26804683.92881795,
jammu-&-kashmir,2022,4,Others,142706,70096050.90090424,
jharkhand,2018,1,Recharge & bill payments,1095857,132181815.2842252,
jharkhand,2018,1,Peer-to-peer payments,809459,2036315435.6551175,
jharkhand,2018,1,Financial Services,107755,45483178.10492583,
jharkhand,2018,1,Merchant payments,66299,66465337.511485815,
jharkhand,2018,1,Others,99551,93740623.36363094,
jharkhand,2018,2,Recharge & bill payments,1398777,208894647.78855112,
jharkhand,2018,2,Peer-to-peer payments,1375872,4205862516.7774906,
jharkhand,2018,2,Financial Services,160637,65554548.24621317,
jharkhand,2018,2,Merchant payments,130339,138889079.1612477,
jharkhand,2018,2,Others,86455,102374867.0893502,
jharkhand,2018,3,Peer-to-peer payments,6003688,8142915751.203349,
jharkhand,2018,3,Recharge & bill payments,1539476,256930062.2034769,
jharkhand,2018,3,Merchant payments,287427,155059935.0403524,
jharkhand,2018,3,Financial Services,216343,38182603.57787939,
jharkhand,2018,3,Others,75687,68483065.67956133,
jharkhand,2018,4,Peer-to-peer payments,3325473,9414019816.80093,
jharkhand,2018,4,Recharge & bill payments,1885135,328077093.47845775,
jharkhand,2018,4,Merchant payments,845956,373435992.4816617,
jharkhand,2018,4,Financial Services,136918,36357465.52244099,
jharkhand,2018,4,Others,90561,90026272.83887213,
jharkhand,2019,1,Peer-to-peer payments,5952105,12664709652.347082,
jharkhand,2019,1,Recharge & bill payments,2347079,440323945.0577217,
jharkhand,2019,1,Merchant payments,892826,391616776.11217976,
jharkhand,2019,1,Financial Services,105558,47227410.81132864,
jharkhand,2019,1,Others,90140,83358664.9497917,
jharkhand,2019,2,Peer-to-peer payments,5155937,17044444613.80835,
jharkhand,2019,2,Recharge & bill payments,2734377,562210324.8161658,
jharkhand,2019,2,Merchant payments,2049311,862186711.5217196,
jharkhand,2019,2,Financial Services,67479,51588987.162455104,
jharkhand,2019,2,Others,121107,102270668.2376283,
jharkhand,2019,3,Peer-to-peer payments,5708187,19050145624.07798,
jharkhand,2019,3,Merchant payments,4766457,1494546030.83308,
jharkhand,2019,3,Recharge & bill payments,3527625,754845093.6112013,
jharkhand,2019,3,Financial Services,103620,80276391.6477037,
jharkhand,2019,3,Others,114758,86160853.1891717,
jharkhand,2019,4,Peer-to-peer payments,10301226,25360155657.21804,
jharkhand,2019,4,Recharge & bill payments,4390094,966539484.5717084,
jharkhand,2019,4,Merchant payments,3359590,1725990595.601606,
jharkhand,2019,4,Financial Services,104630,45850806.12718592,
jharkhand,2019,4,Others,93078,49211833.15857271,
jharkhand,2020,1,Peer-to-peer payments,8196850,29875044416.372463,
jharkhand,2020,1,Recharge & bill payments,5454093,1358517296.965377,
jharkhand,2020,1,Merchant payments,4499942,2298726414.666834,
jharkhand,2020,1,Financial Services,46483,31523887.510064334,
jharkhand,2020,1,Others,85345,47420137.7540625,
jharkhand,2020,2,Peer-to-peer payments,8724053,32662370316.52174,
jharkhand,2020,2,Recharge & bill payments,7538593,1987320466.8540504,
jharkhand,2020,2,Merchant payments,3753633,2662438204.255661,
jharkhand,2020,2,Financial Services,56553,130249402.0086719,
jharkhand,2020,2,Others,68679,43823586.28346999,
jharkhand,2020,3,Peer-to-peer payments,11984094,43128110246.270485,
jharkhand,2020,3,Merchant payments,7728846,5163578368.000801,
jharkhand,2020,3,Recharge & bill payments,7211293,2217657034.902201,
jharkhand,2020,3,Financial Services,56918,63233533.18627854,
jharkhand,2020,3,Others,87322,50036637.65387121,
jharkhand,2020,4,Peer-to-peer payments,17120664,60733288288.10599,
jharkhand,2020,4,Merchant payments,14168381,9347677563.842457,
jharkhand,2020,4,Recharge & bill payments,7945996,2582828438.736846,
jharkhand,2020,4,Financial Services,60989,63947540.001266286,
jharkhand,2020,4,Others,135603,77432999.35699823,
jharkhand,2021,1,Peer-to-peer payments,19151083,69198235576.72797,
jharkhand,2021,1,Merchant payments,17489113,11545580927.24733,
jharkhand,2021,1,Recharge & bill payments,7826608,2888409672.1323013,
jharkhand,2021,1,Financial Services,50526,54836609.32711602,
jharkhand,2021,1,Others,104333,62290337.70487929,
jharkhand,2021,2,Peer-to-peer payments,24184568,86037113965.37598,
jharkhand,2021,2,Merchant payments,19041292,14731458451.37311,
jharkhand,2021,2,Recharge & bill payments,10583445,3531023352.488878,
jharkhand,2021,2,Financial Services,54379,57959229.95440879,
jharkhand,2021,2,Others,138461,75088312.26558907,
jharkhand,2021,3,Peer-to-peer payments,30113326,97742557031.75545,
jharkhand,2021,3,Merchant payments,29687162,19954619973.19194,
jharkhand,2021,3,Recharge & bill payments,10742405,4029136911.757236,
jharkhand,2021,3,Financial Services,51289,65035270.30823113,
jharkhand,2021,3,Others,201520,99665931.8402131,
jharkhand,2021,4,Merchant payments,45007900,30397134744.16734,
jharkhand,2021,4,Peer-to-peer payments,39476282,130461675107.9945,
jharkhand,2021,4,Recharge & bill payments,11173974,4920513757.583612,
jharkhand,2021,4,Financial Services,72802,82938673.40787342,
jharkhand,2021,4,Others,278084,154856720.5525196,
jharkhand,2022,1,Merchant payments,53218047,35404682302.819725,
jharkhand,2022,1,Peer-to-peer payments,45881799,153327336656.77792,
jharkhand,2022,1,Recharge & bill payments,11502811,5765898871.819412,
jharkhand,2022,1,Financial Services,67502,72095750.37612481,
jharkhand,2022,1,Others,241051,130193505.3740419,
jharkhand,2022,2,Merchant payments,67435024,44149892984.34711,
jharkhand,2022,2,Peer-to-peer payments,52086790,175208899196.82,
jharkhand,2022,2,Recharge & bill payments,13145888,6119623547.3009,
jharkhand,2022,2,Financial Services,50361,53281830.624962,
jharkhand,2022,2,Others,207212,104530269.0448263,
jharkhand,2022,3,Merchant payments,74816586,45850919744.1592,
jharkhand,2022,3,Peer-to-peer payments,57285937,176549466282.0438,
jharkhand,2022,3,Recharge & bill payments,14462031,6838978157.223744,
jharkhand,2022,3,Financial Services,68467,69016067.83164982,
jharkhand,2022,3,Others,182311,104503812.6994251,
jharkhand,2022,4,Merchant payments,91863987,57173653531.6919,
jharkhand,2022,4,Peer-to-peer payments,68045210,212953650396.9668,
jharkhand,2022,4,Recharge & bill payments,15110623,7625380765.371119,
jharkhand,2022,4,Financial Services,81074,89276259.66683595,
jharkhand,2022,4,Others,199198,129776494.884714,
karnataka,2018,1,Recharge & bill payments,5785292,1496816541.97102,
karnataka,2018,1,Peer-to-peer payments,4456528,16522277460.17466,
karnataka,2018,1,Merchant payments,1089627,696586489.2644083,
karnataka,2018,1,Financial Services,159848,52664837.407078,
karnataka,2018,1,Others,525604,449549985.19633806,
karnataka,2018,2,Recharge & bill payments,7391926,2435924808.054059,
karnataka,2018,2,Peer-to-peer payments,7164836,29135024501.31963,
karnataka,2018,2,Merchant payments,1874383,1361967204.919347,
karnataka,2018,2,Financial Services,194363,93244737.61226672,
karnataka,2018,2,Others,490939,489418829.3956837,
karnataka,2018,3,Peer-to-peer payments,12863507,42819128165.14718,
karnataka,2018,3,Recharge & bill payments,8674172,3019156590.415938,
karnataka,2018,3,Merchant payments,3638065,1879406580.538648,
karnataka,2018,3,Financial Services,205740,50726023.40346949,
karnataka,2018,3,Others,598777,456674396.3028466,
karnataka,2018,4,Peer-to-peer payments,20471744,63575342228.05887,
karnataka,2018,4,Merchant payments,11812478,4751317554.815564,
karnataka,2018,4,Recharge & bill payments,11426205,4030978295.062696,
karnataka,2018,4,Financial Services,289353,71134704.79416475,
karnataka,2018,4,Others,812291,579613793.3366778,
karnataka,2019,1,Peer-to-peer payments,44049036,104118436760.3156,
karnataka,2019,1,Merchant payments,24491960,7076613843.774634,
karnataka,2019,1,Recharge & bill payments,16981941,6217689429.770171,
karnataka,2019,1,Financial Services,293728,51023386.14504391,
karnataka,2019,1,Others,770944,512618725.7517852,
karnataka,2019,2,Peer-to-peer payments,50033334,142910706254.4051,
karnataka,2019,2,Merchant payments,44848593,12338599108.547262,
karnataka,2019,2,Recharge & bill payments,19283028,7745156562.557001,
karnataka,2019,2,Financial Services,140353,44871623.82931484,
karnataka,2019,2,Others,1096296,662690676.7455502,
karnataka,2019,3,Merchant payments,76924325,20375791901.51608,
karnataka,2019,3,Peer-to-peer payments,67784880,183163325083.02164,
karnataka,2019,3,Recharge & bill payments,24339891,10208179941.827309,
karnataka,2019,3,Financial Services,189716,57194690.69137601,
karnataka,2019,3,Others,1494923,732228821.132016,
karnataka,2019,4,Merchant payments,114044901,31602890835.85107,
karnataka,2019,4,Peer-to-peer payments,93311589,250562864352.7836,
karnataka,2019,4,Recharge & bill payments,28862161,12183568521.027191,
karnataka,2019,4,Financial Services,101937,51145982.18087677,
karnataka,2019,4,Others,1475664,646673755.3894986,
karnataka,2020,1,Merchant payments,132970737,40374401933.52863,
karnataka,2020,1,Peer-to-peer payments,100868460,297635301555.93097,
karnataka,2020,1,Recharge & bill payments,35854971,14724886028.4034,
karnataka,2020,1,Financial Services,93648,110130184.7219853,
karnataka,2020,1,Others,1246074,557335296.81275,
karnataka,2020,2,Merchant payments,87251639,38463881234.438194,
karnataka,2020,2,Peer-to-peer payments,82118363,265767207470.1678,
karnataka,2020,2,Recharge & bill payments,43290272,16434890228.30622,
karnataka,2020,2,Financial Services,161560,246367207.06107083,
karnataka,2020,2,Others,399878,192530880.1645686,
karnataka,2020,3,Merchant payments,137206600,60769881812.00958,
karnataka,2020,3,Peer-to-peer payments,119241776,390432374828.4793,
karnataka,2020,3,Recharge & bill payments,43139631,18911088810.529343,
karnataka,2020,3,Financial Services,251980,358426105.9585576,
karnataka,2020,3,Others,520544,268744139.7048992,
karnataka,2020,4,Merchant payments,215711211,97147239182.96416,
karnataka,2020,4,Peer-to-peer payments,166981242,538340957771.568,
karnataka,2020,4,Recharge & bill payments,47736461,21611671359.120277,
karnataka,2020,4,Financial Services,284700,427966918.9300599,
karnataka,2020,4,Others,823370,508863332.4358695,
karnataka,2021,1,Merchant payments,279599017,117959690729.6494,
karnataka,2021,1,Peer-to-peer payments,190894164,610937002732.095,
karnataka,2021,1,Recharge & bill payments,52261651,25111731675.64637,
karnataka,2021,1,Financial Services,297710,475815041.81600153,
karnataka,2021,1,Others,744950,511117233.1864775,
karnataka,2021,2,Merchant payments,244460862,124624417935.0589,
karnataka,2021,2,Peer-to-peer payments,216539959,684035748184.4377,
karnataka,2021,2,Recharge & bill payments,68599238,28272314719.076206,
karnataka,2021,2,Financial Services,304779,456933673.98713577,
karnataka,2021,2,Others,744208,497736717.4893276,
karnataka,2021,3,Merchant payments,391381353,190563423840.3448,
karnataka,2021,3,Peer-to-peer payments,288462867,908138627418.7012,
karnataka,2021,3,Recharge & bill payments,72168311,33386709060.80711,
karnataka,2021,3,Financial Services,286685,508051800.8625039,
karnataka,2021,3,Others,997323,637927036.8737217,
karnataka,2021,4,Merchant payments,503210623,243754536471.1106,
karnataka,2021,4,Peer-to-peer payments,350032663,1090951587881.044,
karnataka,2021,4,Recharge & bill payments,76826701,39294350717.40591,
karnataka,2021,4,Financial Services,365769,574240588.1883193,
karnataka,2021,4,Others,1289682,896608692.1244912,
karnataka,2022,1,Merchant payments,588543313,278109650949.8691,
karnataka,2022,1,Peer-to-peer payments,389491586,1243199329198.8582,
karnataka,2022,1,Recharge & bill payments,78206453,43891305256.63388,
karnataka,2022,1,Financial Services,384922,624857963.4375479,
karnataka,2022,1,Others,1229133,824344937.0828401,
karnataka,2022,2,Merchant payments,735295388,358016289601.7625,
karnataka,2022,2,Peer-to-peer payments,449723751,1457330278795.186,
karnataka,2022,2,Recharge & bill payments,91137091,50583781089.16758,
karnataka,2022,2,Financial Services,351688,545330283.2377212,
karnataka,2022,2,Others,941042,670434289.8797817,
karnataka,2022,3,Merchant payments,704609552,333606445776.60834,
karnataka,2022,3,Peer-to-peer payments,404084880,1282604186671.176,
karnataka,2022,3,Recharge & bill payments,79979546,48539011844.0797,
karnataka,2022,3,Financial Services,361312,558132533.414458,
karnataka,2022,3,Others,726038,610455785.7449958,
karnataka,2022,4,Merchant payments,830157371,380643835280.2336,
karnataka,2022,4,Peer-to-peer payments,460041715,1468087523889.276,
karnataka,2022,4,Recharge & bill payments,87517348,54445900607.2116,
karnataka,2022,4,Financial Services,426795,650217624.1227758,
